,Sentence #,Word,Tag,POS
18,7409,sobre,O,ADP
19,7409,Kosovo,B-LOC,PROPN
20,7409,celebrado,O,ADJ
21,7409,en,O,ADP
22,7409,el,O,DET
23,7409,Bundestag,B-ORG,PROPN
24,7409,",",O,PUNCT
25,7409,y,O,CCONJ
26,7409,aludió,O,VERB
27,7409,a,O,ADP
28,7409,que,O,SCONJ
29,7409,ya,O,ADV
30,7409,se,O,PRON
31,7409,han,O,AUX
32,7409,creado,O,VERB
33,7409,fronteras,O,NOUN
34,7409,fácticas,O,ADJ
35,7409,.,O,PUNCT
0,7410,El,O,DET
1,7410,político,O,NOUN
2,7410,cristianodemócrata,O,ADJ
3,7410,consideró,O,VERB
4,7410,que,O,SCONJ
5,7410,"""",O,PUNCT
6,7410,la,O,DET
7,7410,separación,O,NOUN
8,7410,es,O,AUX
9,7410,la,O,DET
10,7410,condición,O,NOUN
11,7410,para,O,ADP
12,7410,la,O,DET
13,7410,reconciliación,O,NOUN
14,7410,"""",O,PUNCT
15,7410,y,O,CCONJ
16,7410,apuntó,O,VERB
17,7410,a,O,ADP
18,7410,que,O,SCONJ
19,7410,Occidente,B-ORG,PROPN
20,7410,también,O,ADV
21,7410,había,O,AUX
22,7410,aceptado,O,VERB
23,7410,el,O,DET
24,7410,trazado,O,NOUN
25,7410,de,O,ADP
26,7410,nuevas,O,ADJ
27,7410,fronteras,O,NOUN
28,7410,en,O,ADP
29,7410,el,O,DET
30,7410,caso,O,NOUN
31,7410,de,O,ADP
32,7410,Croacia,B-LOC,PROPN
33,7410,y,O,CCONJ
34,7410,Eslovenia,B-LOC,PROPN
35,7410,.,O,PUNCT
0,7411,Lamers,B-PER,PROPN
1,7411,propuso,O,VERB
2,7411,crear,O,VERB
3,7411,un,O,DET
4,7411,sistema,O,NOUN
5,7411,regional,O,ADJ
6,7411,de,O,ADP
7,7411,seguridad,O,NOUN
8,7411,en,O,ADP
9,7411,los,O,DET
10,7411,Balcanes,B-LOC,PROPN
11,7411,",",O,PUNCT
12,7411,auspiciado,O,ADJ
13,7411,por,O,ADP
14,7411,la,O,DET
15,7411,ONU,B-ORG,PROPN
16,7411,y,O,CCONJ
17,7411,bajo,O,ADP
18,7411,la,O,DET
19,7411,responsabilidad,O,NOUN
20,7411,de,O,ADP
21,7411,la,O,DET
22,7411,Unión,B-ORG,PROPN
23,7411,Europea,I-ORG,PROPN
24,7411,(,O,PUNCT
25,7411,UE,B-ORG,PROPN
26,7411,),O,PUNCT
27,7411,",",O,PUNCT
28,7411,como,O,SCONJ
29,7411,mejor,O,ADJ
30,7411,fórmula,O,NOUN
31,7411,para,O,ADP
32,7411,garantizar,O,VERB
33,7411,la,O,DET
34,7411,supervivencia,O,NOUN
35,7411,de,O,ADP
36,7411,los,O,DET
37,7411,pequeños,O,ADJ
38,7411,estados,O,NOUN
39,7411,de,O,ADP
40,7411,la,O,DET
41,7411,región,O,NOUN
42,7411,.,O,PUNCT
0,7412,Por,O,ADP
1,7412,el,O,DET
2,7412,contrario,O,NOUN
3,7412,",",O,PUNCT
4,7412,el,O,DET
5,7412,ministro,O,NOUN
6,7412,alemán,O,ADJ
7,7412,de,O,ADP
8,7412,Asuntos,B-ORG,PROPN
9,7412,Exteriores,I-ORG,PROPN
10,7412,",",O,PUNCT
11,7412,Joschka,B-PER,PROPN
12,7412,Fischer,I-PER,PROPN
13,7412,",",O,PUNCT
14,7412,consideró,O,VERB
15,7412,la,O,DET
16,7412,separación,O,NOUN
17,7412,como,O,SCONJ
18,7412,una,O,DET
19,7412,vía,O,NOUN
20,7412,peligrosa,O,ADJ
21,7412,con,O,ADP
22,7412,la,O,DET
23,7412,que,O,PRON
24,7412,se,O,PRON
25,7412,alimenta,O,VERB
26,7412,la,O,DET
27,7412,espiral,O,NOUN
28,7412,de,O,ADP
29,7412,la,O,DET
30,7412,violencia,O,NOUN
31,7412,y,O,CCONJ
32,7412,se,O,PRON
33,7412,le,O,PRON
34,7412,hace,O,VERB
35,7412,el,O,DET
36,7412,juego,O,NOUN
37,7412,al,O,ADP
38,7412,presidente,O,NOUN
39,7412,yugoslavo,O,ADJ
40,7412,",",O,PUNCT
41,7412,Slobodan,B-PER,PROPN
42,7412,Milosevic,I-PER,PROPN
43,7412,.,O,PUNCT
0,7413,Fischer,B-PER,PROPN
1,7413,insistió,O,VERB
2,7413,en,O,ADP
3,7413,que,O,SCONJ
4,7413,no,O,ADV
5,7413,se,O,PRON
6,7413,debía,O,AUX
7,7413,abandonar,O,VERB
8,7413,el,O,DET
9,7413,objetivo,O,NOUN
10,7413,de,O,ADP
11,7413,mantener,O,VERB
12,7413,un,O,DET
13,7413,Kosovo,B-LOC,PROPN
14,7413,multiétnico,O,ADJ
15,7413,y,O,CCONJ
16,7413,aseguró,O,VERB
17,7413,que,O,SCONJ
18,7413,el,O,DET
19,7413,Gobierno,B-ORG,PROPN
20,7413,de,I-ORG,ADP
21,7413,Berlín,I-ORG,PROPN
22,7413,seguía,O,AUX
23,7413,apoyando,O,VERB
24,7413,la,O,DET
25,7413,soberanía,O,NOUN
26,7413,e,O,CCONJ
27,7413,integridad,O,NOUN
28,7413,territorial,O,ADJ
29,7413,de,O,ADP
30,7413,la,O,DET
31,7413,República,B-ORG,PROPN
32,7413,Federal,I-ORG,PROPN
33,7413,de,I-ORG,ADP
34,7413,Yugoslavia,I-ORG,PROPN
35,7413,",",O,PUNCT
36,7413,por,O,ADP
37,7413,lo,O,DET
38,7413,que,O,PRON
39,7413,también,O,ADV
40,7413,rechazaba,O,VERB
41,7413,una,O,DET
42,7413,separación,O,NOUN
43,7413,por,O,ADP
44,7413,parte,O,NOUN
45,7413,de,O,ADP
46,7413,la,O,DET
47,7413,república,O,NOUN
48,7413,de,O,ADP
49,7413,Montenegro,B-ORG,PROPN
50,7413,.,O,PUNCT
0,7414,El,O,DET
1,7414,experto,O,NOUN
2,7414,en,O,ADP
3,7414,política,O,NOUN
4,7414,exterior,O,ADJ
5,7414,del,O,ADP
6,7414,Partido,B-ORG,PROPN
7,7414,Socialdemócrata,I-ORG,PROPN
8,7414,(,O,PUNCT
9,7414,SPD,B-ORG,PROPN
10,7414,),O,PUNCT
11,7414,Gernot,B-PER,PROPN
12,7414,Erler,I-PER,PROPN
13,7414,consideró,O,VERB
14,7414,"""",O,PUNCT
15,7414,ilusoria,O,ADJ
16,7414,"""",O,PUNCT
17,7414,la,O,DET
18,7414,propuesta,O,NOUN
19,7414,de,O,ADP
20,7414,Lamers,B-PER,PROPN
21,7414,y,O,CCONJ
22,7414,además,O,ADV
23,7414,le,O,PRON
24,7414,acusó,O,VERB
25,7414,de,O,ADP
26,7414,intentar,O,AUX
27,7414,menoscabar,O,VERB
28,7414,las,O,DET
29,7414,resoluciones,O,NOUN
30,7414,de,O,ADP
31,7414,la,O,DET
32,7414,ONU,B-ORG,PROPN
33,7414,relativas,O,ADJ
34,7414,al,O,ADP
35,7414,Kosovo,B-LOC,PROPN
36,7414,.,O,PUNCT
0,7415,Algunos,O,DET
1,7415,diputados,O,NOUN
2,7415,verdes,O,ADJ
3,7415,y,O,CCONJ
4,7415,liberales,O,ADJ
5,7415,advirtieron,O,VERB
6,7415,del,O,ADP
7,7415,peligro,O,NOUN
8,7415,que,O,PRON
9,7415,acarrearía,O,VERB
10,7415,la,O,DET
11,7415,división,O,NOUN
12,7415,de,O,ADP
13,7415,Kosovo,B-LOC,PROPN
14,7415,para,O,ADP
15,7415,toda,O,DET
16,7415,la,O,DET
17,7415,región,O,NOUN
18,7415,",",O,PUNCT
19,7415,si,O,SCONJ
20,7415,se,O,PRON
21,7415,tiene,O,VERB
22,7415,en,O,ADP
23,7415,cuenta,O,NOUN
24,7415,que,O,SCONJ
25,7415,la,O,DET
26,7415,consecuencia,O,NOUN
27,7415,lógica,O,ADJ
28,7415,sería,O,AUX
29,7415,la,O,DET
30,7415,creación,O,NOUN
31,7415,de,O,ADP
32,7415,una,O,DET
33,7415,Gran,B-ORG,ADJ
34,7415,Albania,I-ORG,PROPN
35,7415,.,O,PUNCT
0,7416,Durante,O,ADP
1,7416,el,O,DET
2,7416,debate,O,NOUN
3,7416,",",O,PUNCT
4,7416,el,O,DET
5,7416,ministro,O,NOUN
6,7416,de,O,ADP
7,7416,Exteriores,B-ORG,PROPN
8,7416,volvió,O,AUX
9,7416,a,O,ADP
10,7416,defender,O,VERB
11,7416,los,O,DET
12,7416,bombardeos,O,NOUN
13,7416,de,O,ADP
14,7416,la,O,DET
15,7416,OTAN,B-ORG,PROPN
16,7416,contra,O,ADP
17,7416,Serbia,B-LOC,PROPN
18,7416,y,O,CCONJ
19,7416,calificó,O,VERB
20,7416,de,O,ADP
21,7416,mitos,O,NOUN
22,7416,todas,O,DET
23,7416,las,O,DET
24,7416,informaciones,O,NOUN
25,7416,que,O,PRON
26,7416,han,O,AUX
27,7416,puesto,O,VERB
28,7416,en,O,ADP
29,7416,duda,O,NOUN
30,7416,algunas,O,PRON
31,7416,de,O,ADP
32,7416,las,O,DET
33,7416,operaciones,O,NOUN
34,7416,urdidas,O,ADJ
35,7416,por,O,ADP
36,7416,el,O,DET
37,7416,gobierno,O,NOUN
38,7416,de,O,ADP
39,7416,Belgrado,B-LOC,PROPN
40,7416,",",O,PUNCT
41,7416,como,O,SCONJ
42,7416,la,O,DET
43,7416,matanza,O,NOUN
44,7416,de,O,ADP
45,7416,Radzack,B-LOC,PROPN
46,7416,o,O,CCONJ
47,7416,la,O,DET
48,7416,llamada,O,NOUN
49,7416,"""",O,PUNCT
50,7416,operación,O,NOUN
51,7416,herradura,O,NOUN
52,7416,"""",O,PUNCT
53,7416,",",O,PUNCT
54,7416,mediante,O,ADP
55,7416,la,O,DET
56,7416,que,O,PRON
57,7416,el,O,DET
58,7416,ejército,O,NOUN
59,7416,serbio,O,ADJ
60,7416,tenía,O,VERB
61,7416,previsto,O,ADJ
62,7416,expulsar,O,VERB
63,7416,de,O,ADP
64,7416,la,O,DET
65,7416,provincia,O,NOUN
66,7416,de,O,ADP
67,7416,Kosovo,B-LOC,PROPN
68,7416,a,O,ADP
69,7416,la,O,DET
70,7416,población,O,NOUN
71,7416,albanesa,O,ADJ
72,7416,.,O,PUNCT
0,7417,Respecto,O,NOUN
1,7417,a,O,ADP
2,7417,la,O,DET
3,7417,situación,O,NOUN
4,7417,actual,O,ADJ
5,7417,",",O,PUNCT
6,7417,Fischer,B-PER,PROPN
7,7417,abogó,O,VERB
8,7417,por,O,ADP
9,7417,revisar,O,VERB
10,7417,la,O,DET
11,7417,política,O,NOUN
12,7417,de,O,ADP
13,7417,sanciones,O,NOUN
14,7417,contra,O,ADP
15,7417,Serbia,B-ORG,PROPN
16,7417,y,O,CCONJ
17,7417,se,O,PRON
18,7417,mostró,O,VERB
19,7417,partidario,O,ADJ
20,7417,de,O,ADP
21,7417,suavizarlas,O,NOUN
22,7417,con,O,ADP
23,7417,el,O,DET
24,7417,fin,O,NOUN
25,7417,de,O,ADP
26,7417,reforzar,O,VERB
27,7417,a,O,ADP
28,7417,la,O,DET
29,7417,población,O,NOUN
30,7417,civil,O,ADJ
31,7417,y,O,CCONJ
32,7417,a,O,ADP
33,7417,la,O,DET
34,7417,oposición,O,NOUN
35,7417,.,O,PUNCT
0,7418,El,O,DET
1,7418,boxeador,O,NOUN
2,7418,venezolano,O,ADJ
3,7418,Noél,B-PER,PROPN
4,7418,Arambulet,I-PER,PROPN
5,7418,retuvo,O,VERB
6,7418,hoy,O,ADV
7,7418,su,O,DET
8,7418,título,O,NOUN
9,7418,mundial,O,ADJ
10,7418,mínimo,O,ADJ
11,7418,de,O,ADP
12,7418,la,O,DET
13,7418,Asociación,B-ORG,PROPN
14,7418,MUndial,I-ORG,PROPN
15,7418,de,I-ORG,ADP
16,7418,Boxeo,I-ORG,PROPN
17,7418,(,O,PUNCT
18,7418,AMB,B-ORG,PROPN
19,7418,),O,PUNCT
20,7418,",",O,PUNCT
21,7418,al,O,ADP
22,7418,vencer,O,VERB
23,7418,por,O,ADP
24,7418,decisión,O,NOUN
25,7418,unánime,O,ADJ
26,7418,al,O,ADP
27,7418,colombiano,O,NOUN
28,7418,José,B-PER,PROPN
29,7418,García,I-PER,PROPN
30,7418,",",O,PUNCT
31,7418,en,O,ADP
32,7418,una,O,DET
33,7418,jornada,O,NOUN
34,7418,dominada,O,ADJ
35,7418,por,O,ADP
36,7418,pugilistas,O,NOUN
37,7418,locales,O,ADJ
38,7418,.,O,PUNCT
0,7419,Arambulet,B-PER,PROPN
1,7419,",",O,PUNCT
2,7419,de,O,ADP
3,7419,23,B-MISC,NUM
4,7419,años,O,NOUN
5,7419,",",O,PUNCT
6,7419,fue,O,AUX
7,7419,el,O,DET
8,7419,mejor,O,ADJ
9,7419,en,O,ADP
10,7419,la,O,DET
11,7419,pelea,O,NOUN
12,7419,pactada,O,ADJ
13,7419,a,O,ADP
14,7419,doce,O,NUM
15,7419,asaltos,O,NOUN
16,7419,ante,O,ADP
17,7419,un,O,DET
18,7419,incómodo,O,ADJ
19,7419,García,B-PER,PROPN
20,7419,",",O,PUNCT
21,7419,para,O,ADP
22,7419,terminar,O,AUX
23,7419,imponiéndose,O,VERB
24,7419,en,O,ADP
25,7419,las,O,DET
26,7419,tarjetas,O,NOUN
27,7419,por,O,ADP
28,7419,116-113,B-MISC,NUM
29,7419,",",O,PUNCT
30,7419,117-112,B-MISC,NUM
31,7419,y,O,CCONJ
32,7419,119-108,B-MISC,NUM
33,7419,.,O,PUNCT
0,7420,Por,O,ADP
1,7420,su,O,DET
2,7420,parte,O,NOUN
3,7420,",",O,PUNCT
4,7420,otro,O,DET
5,7420,venezolano,O,NOUN
6,7420,",",O,PUNCT
7,7420,Antonio,B-PER,PROPN
8,7420,Cemeño,I-PER,PROPN
9,7420,",",O,PUNCT
10,7420,retuvo,O,VERB
11,7420,su,O,DET
12,7420,corona,O,NOUN
13,7420,interina,O,ADJ
14,7420,Supergallo,B-MISC,PROPN
15,7420,de,O,ADP
16,7420,la,O,DET
17,7420,AMB,B-ORG,PROPN
18,7420,",",O,PUNCT
19,7420,al,O,ADP
20,7420,vencer,O,VERB
21,7420,por,O,ADP
22,7420,fuera,O,NOUN
23,7420,de,O,ADP
24,7420,combate,O,NOUN
25,7420,técnico,O,ADJ
26,7420,al,O,ADP
27,7420,colombiano,O,NOUN
28,7420,Arcelio,B-PER,PROPN
29,7420,Díaz,I-PER,PROPN
30,7420,",",O,PUNCT
31,7420,a,O,ADP
32,7420,los,O,DET
33,7420,44,B-MISC,NUM
34,7420,segundos,O,NOUN
35,7420,del,O,ADP
36,7420,cuarto,O,ADJ
37,7420,asalto,O,NOUN
38,7420,.,O,PUNCT
0,7421,Cermeño,B-PER,PROPN
1,7421,",",O,PUNCT
2,7421,muy,O,ADV
3,7421,superior,O,ADJ
4,7421,ante,O,ADP
5,7421,un,O,DET
6,7421,desconcertado,O,ADJ
7,7421,Diaz,B-PER,PROPN
8,7421,",",O,PUNCT
9,7421,aseguró,O,VERB
10,7421,a,O,ADP
11,7421,EFE,B-ORG,PROPN
12,7421,tras,O,ADP
13,7421,finalizar,O,VERB
14,7421,el,O,DET
15,7421,compromiso,O,NOUN
16,7421,",",O,PUNCT
17,7421,que,O,SCONJ
18,7421,su,O,DET
19,7421,próximo,O,ADJ
20,7421,combate,O,NOUN
21,7421,será,O,AUX
22,7421,por,O,ADP
23,7421,el,O,DET
24,7421,título,O,NOUN
25,7421,oficial,O,ADJ
26,7421,ante,O,ADP
27,7421,el,O,DET
28,7421,mexicano,O,NOUN
29,7421,Néstor,B-PER,PROPN
30,7421,Garza,I-PER,PROPN
31,7421,.,O,PUNCT
0,7422,En,O,ADP
1,7422,tanto,O,NOUN
2,7422,",",O,PUNCT
3,7422,en,O,ADP
4,7422,la,O,DET
5,7422,categoría,O,NOUN
6,7422,mosca,O,ADJ
7,7422,",",O,PUNCT
8,7422,el,O,DET
9,7422,local,O,NOUN
10,7422,Gilberto,B-PER,PROPN
11,7422,"""",I-PER,PUNCT
12,7422,Tico,I-PER,PROPN
13,7422,"""",I-PER,PUNCT
14,7422,González,I-PER,PROPN
15,7422,se,O,PRON
16,7422,deshizo,O,VERB
17,7422,con,O,ADP
18,7422,facilidad,O,NOUN
19,7422,del,O,ADP
20,7422,retador,O,NOUN
21,7422,colombiano,O,ADJ
22,7422,Wilmer,B-PER,PROPN
23,7422,"""",I-PER,PUNCT
24,7422,chicanerito,I-PER,PROPN
25,7422,"""",I-PER,PUNCT
26,7422,Jinete,I-PER,PROPN
27,7422,",",O,PUNCT
28,7422,tras,O,ADP
29,7422,fulminarle,O,VERB
30,7422,por,O,ADP
31,7422,fuera,O,NOUN
32,7422,de,O,ADP
33,7422,combate,O,NOUN
34,7422,técnico,O,ADJ
35,7422,a,O,ADP
36,7422,los,O,DET
37,7422,dos,O,NUM
38,7422,minutos,O,NOUN
39,7422,y,O,CCONJ
40,7422,24,B-MISC,NUM
41,7422,segundos,O,NOUN
42,7422,del,O,ADP
43,7422,propio,O,DET
44,7422,primer,O,ADJ
45,7422,asalto,O,NOUN
46,7422,.,O,PUNCT
0,7423,González,B-PER,PROPN
1,7423,conectó,O,VERB
2,7423,dos,O,NUM
3,7423,rectas,O,NOUN
4,7423,imponentes,O,ADJ
5,7423,al,O,ADP
6,7423,mentón,O,NOUN
7,7423,de,O,ADP
8,7423,Jinete,B-PER,PROPN
9,7423,",",O,PUNCT
10,7423,que,O,PRON
11,7423,no,O,ADV
12,7423,pudo,O,AUX
13,7423,recuperarse,O,VERB
14,7423,",",O,PUNCT
15,7423,suspendido,O,ADJ
16,7423,por,O,ADP
17,7423,el,O,DET
18,7423,árbitro,O,NOUN
19,7423,luego,O,ADV
20,7423,de,O,ADP
21,7423,recibir,O,VERB
22,7423,una,O,DET
23,7423,fuerte,O,ADJ
24,7423,cantidad,O,NOUN
25,7423,de,O,ADP
26,7423,golpes,O,NOUN
27,7423,.,O,PUNCT
0,7424,Mientras,O,CCONJ
1,7424,tanto,O,NOUN
2,7424,",",O,PUNCT
3,7424,en,O,ADP
4,7424,la,O,DET
5,7424,categoría,O,NOUN
6,7424,Superwelter,B-MISC,PROPN
7,7424,",",O,PUNCT
8,7424,el,O,DET
9,7424,venezolano,O,NOUN
10,7424,Elio,B-PER,PROPN
11,7424,"""",I-PER,PUNCT
12,7424,chingo,I-PER,PROPN
13,7424,"""",I-PER,PUNCT
14,7424,Ortíz,I-PER,PROPN
15,7424,superó,O,VERB
16,7424,con,O,ADP
17,7424,facilidad,O,NOUN
18,7424,al,O,ADP
19,7424,neogranadino,O,NOUN
20,7424,Humberto,B-PER,PROPN
21,7424,Herrera,I-PER,PROPN
22,7424,por,O,ADP
23,7424,fuera,O,AUX
24,7424,de,O,ADP
25,7424,combate,O,NOUN
26,7424,técnico,O,ADJ
27,7424,a,O,ADP
28,7424,los,O,DET
29,7424,dos,O,NUM
30,7424,minutos,O,NOUN
31,7424,y,O,CCONJ
32,7424,32,B-MISC,NUM
33,7424,segundos,O,NOUN
34,7424,del,O,ADP
35,7424,asalto,O,NOUN
36,7424,inicial,O,ADJ
37,7424,.,O,PUNCT
0,7425,Ortíz,B-PER,PROPN
1,7425,fue,O,AUX
2,7425,superior,O,ADJ
3,7425,ante,O,ADP
4,7425,un,O,DET
5,7425,Herrera,B-PER,PROPN
6,7425,",",O,PUNCT
7,7425,que,O,PRON
8,7425,apenas,O,ADV
9,7425,subió,O,VERB
10,7425,al,O,ADP
11,7425,cuadrilátero,O,NOUN
12,7425,",",O,PUNCT
13,7425,comenzó,O,AUX
14,7425,a,O,ADP
15,7425,recibir,O,VERB
16,7425,golpes,O,NOUN
17,7425,que,O,PRON
18,7425,liquidaron,O,VERB
19,7425,tempranamente,O,ADV
20,7425,el,O,DET
21,7425,combate,O,NOUN
22,7425,a,O,ADP
23,7425,favor,O,NOUN
24,7425,del,O,ADP
25,7425,local,O,NOUN
26,7425,.,O,PUNCT
0,7426,Las,O,DET
1,7426,matriculaciones,O,NOUN
2,7426,de,O,ADP
3,7426,automóviles,O,NOUN
4,7426,de,O,ADP
5,7426,turismo,O,NOUN
6,7426,en,O,ADP
7,7426,el,O,DET
8,7426,pasado,O,ADJ
9,7426,mes,B-MISC,NOUN
10,7426,de,I-MISC,ADP
11,7426,junio,I-MISC,NOUN
12,7426,se,O,PRON
13,7426,elevaron,O,VERB
14,7426,a,O,ADP
15,7426,146.489,B-MISC,NUM
16,7426,unidades,O,NOUN
17,7426,",",O,PUNCT
18,7426,un,O,DET
19,7426,"0,2",B-MISC,NUM
20,7426,por,I-MISC,ADP
21,7426,ciento,I-MISC,NUM
22,7426,menos,O,ADV
23,7426,que,O,SCONJ
24,7426,las,O,DET
25,7426,146.819,B-MISC,NUM
26,7426,del,O,ADP
27,7426,mismo,O,DET
28,7426,mes,O,NOUN
29,7426,del,O,ADP
30,7426,pasado,O,ADJ
31,7426,año,O,NOUN
32,7426,",",O,PUNCT
33,7426,informaron,O,VERB
34,7426,hoy,O,ADV
35,7426,las,O,DET
36,7426,asociaciones,O,NOUN
37,7426,de,O,ADP
38,7426,fabricantes,O,NOUN
39,7426,de,O,ADP
40,7426,automóviles,O,NOUN
41,7426,(,O,PUNCT
42,7426,ANFAC,B-ORG,PROPN
43,7426,),O,PUNCT
44,7426,",",O,PUNCT
45,7426,importadores,O,NOUN
46,7426,(,O,PUNCT
47,7426,Aniacam,B-ORG,PROPN
48,7426,),O,PUNCT
49,7426,",",O,PUNCT
50,7426,concesionarios,O,NOUN
51,7426,(,O,PUNCT
52,7426,Faconauto,B-ORG,PROPN
53,7426,),O,PUNCT
54,7426,y,O,CCONJ
55,7426,vendedores,O,NOUN
56,7426,(,O,PUNCT
57,7426,Ganvam,B-ORG,PROPN
58,7426,),O,PUNCT
59,7426,.,O,PUNCT
0,7427,No,O,PART
1,7427,obstante,O,NOUN
2,7427,",",O,PUNCT
3,7427,el,O,DET
4,7427,crecimiento,O,NOUN
5,7427,acumulado,O,ADJ
6,7427,en,O,ADP
7,7427,los,O,DET
8,7427,seis,O,NUM
9,7427,primeros,O,ADJ
10,7427,meses,O,NOUN
11,7427,del,O,ADP
12,7427,año,O,NOUN
13,7427,ha,O,AUX
14,7427,motivado,O,VERB
15,7427,que,O,SCONJ
16,7427,las,O,DET
17,7427,matriculaciones,O,NOUN
18,7427,ofrezcan,O,VERB
19,7427,un,O,DET
20,7427,resultado,O,NOUN
21,7427,positivo,O,ADJ
22,7427,del,O,ADP
23,7427,"5,5",B-MISC,NUM
24,7427,por,I-MISC,ADP
25,7427,ciento,I-MISC,NUM
26,7427,",",O,PUNCT
27,7427,al,O,ADP
28,7427,pasar,O,VERB
29,7427,de,O,ADP
30,7427,las,O,DET
31,7427,722.211,B-MISC,NUM
32,7427,unidades,O,NOUN
33,7427,de,O,ADP
34,7427,enero-junio,O,NOUN
35,7427,de,O,ADP
36,7427,1999,B-MISC,NOUN
37,7427,a,O,ADP
38,7427,761.647,B-MISC,NUM
39,7427,del,O,ADP
40,7427,presente,O,ADJ
41,7427,ejercicio,O,NOUN
42,7427,.,O,PUNCT
0,7428,Junio,B-MISC,NOUN
1,7428,ha,O,AUX
2,7428,sido,O,AUX
3,7428,el,O,DET
4,7428,segundo,O,ADJ
5,7428,mes,O,NOUN
6,7428,",",O,PUNCT
7,7428,después,O,ADV
8,7428,de,O,ADP
9,7428,la,O,DET
10,7428,caída,O,NOUN
11,7428,del,O,ADP
12,7428,"0,5",B-MISC,NUM
13,7428,por,I-MISC,ADP
14,7428,ciento,I-MISC,NUM
15,7428,de,O,ADP
16,7428,marzo,B-MISC,NOUN
17,7428,",",O,PUNCT
18,7428,en,O,ADP
19,7428,el,O,DET
20,7428,que,O,PRON
21,7428,se,O,PRON
22,7428,registra,O,VERB
23,7428,una,O,DET
24,7428,evolución,O,NOUN
25,7428,negativa,O,ADJ
26,7428,en,O,ADP
27,7428,términos,O,NOUN
28,7428,mensuales,O,ADJ
29,7428,este,O,DET
30,7428,año,O,NOUN
31,7428,.,O,PUNCT
0,7429,El,O,DET
1,7429,director,O,NOUN
2,7429,general,O,ADJ
3,7429,de,O,ADP
4,7429,ANFAC,B-ORG,PROPN
5,7429,",",O,PUNCT
6,7429,Luis,B-PER,PROPN
7,7429,Valero,I-PER,PROPN
8,7429,",",O,PUNCT
9,7429,declaró,O,VERB
10,7429,hoy,O,ADV
11,7429,a,O,ADP
12,7429,EFE,B-ORG,PROPN
13,7429,que,O,SCONJ
14,7429,estos,O,DET
15,7429,resultados,O,NOUN
16,7429,de,O,ADP
17,7429,Junio,B-MISC,NOUN
18,7429,apuntan,O,VERB
19,7429,a,O,ADP
20,7429,un,O,DET
21,7429,estancamiento,O,NOUN
22,7429,en,O,ADP
23,7429,la,O,DET
24,7429,demanda,O,NOUN
25,7429,de,O,ADP
26,7429,particulares,O,NOUN
27,7429,",",O,PUNCT
28,7429,ya,O,ADV
29,7429,que,O,SCONJ
30,7429,se,O,PRON
31,7429,ha,O,AUX
32,7429,detectado,O,VERB
33,7429,un,O,DET
34,7429,importante,O,ADJ
35,7429,incremento,O,NOUN
36,7429,de,O,ADP
37,7429,las,O,DET
38,7429,compras,O,NOUN
39,7429,por,O,ADP
40,7429,parte,O,NOUN
41,7429,de,O,ADP
42,7429,las,O,DET
43,7429,empresas,O,NOUN
44,7429,de,O,ADP
45,7429,alquiler,O,NOUN
46,7429,ante,O,ADP
47,7429,las,O,DET
48,7429,buenas,O,ADJ
49,7429,perspectivas,O,NOUN
50,7429,de,O,ADP
51,7429,la,O,DET
52,7429,temporada,O,NOUN
53,7429,turística,O,ADJ
54,7429,.,O,PUNCT
0,7430,Valero,B-PER,PROPN
1,7430,apuntó,O,VERB
2,7430,que,O,SCONJ
3,7430,los,O,DET
4,7430,próximos,O,ADJ
5,7430,dos,O,NUM
6,7430,meses,O,NOUN
7,7430,van,O,AUX
8,7430,a,O,ADP
9,7430,resultar,O,VERB
10,7430,claves,O,NOUN
11,7430,para,O,ADP
12,7430,percibir,O,VERB
13,7430,si,O,SCONJ
14,7430,se,O,PRON
15,7430,ratifica,O,VERB
16,7430,la,O,DET
17,7430,tendencia,O,NOUN
18,7430,de,O,ADP
19,7430,estancamiento,O,NOUN
20,7430,de,O,ADP
21,7430,la,O,DET
22,7430,demanda,O,NOUN
23,7430,",",O,PUNCT
24,7430,aunque,O,SCONJ
25,7430,dijo,O,VERB
26,7430,que,O,SCONJ
27,7430,",",O,PUNCT
28,7430,por,O,ADP
29,7430,ahora,O,ADV
30,7430,",",O,PUNCT
31,7430,la,O,DET
32,7430,situación,O,NOUN
33,7430,no,O,ADV
34,7430,es,O,AUX
35,7430,grave,O,ADJ
36,7430,.,O,PUNCT
0,7431,No,O,PART
1,7431,obstante,O,NOUN
2,7431,",",O,PUNCT
3,7431,puntualizó,O,VERB
4,7431,que,O,SCONJ
5,7431,los,O,DET
6,7431,crecimientos,O,NOUN
7,7431,",",O,PUNCT
8,7431,si,O,SCONJ
9,7431,se,O,PRON
10,7431,producen,O,VERB
11,7431,",",O,PUNCT
12,7431,no,O,ADV
13,7431,van,O,AUX
14,7431,a,O,ADP
15,7431,ser,O,AUX
16,7431,de,O,ADP
17,7431,la,O,DET
18,7431,intensidad,O,NOUN
19,7431,de,O,ADP
20,7431,los,O,DET
21,7431,del,O,ADP
22,7431,segundo,O,ADJ
23,7431,semestre,O,NOUN
24,7431,del,O,ADP
25,7431,pasado,O,ADJ
26,7431,año,O,NOUN
27,7431,.,O,PUNCT
0,7432,Con,O,ADP
1,7432,todo,O,PRON
2,7432,",",O,PUNCT
3,7432,Valero,B-PER,PROPN
4,7432,se,O,PRON
5,7432,muestra,O,VERB
6,7432,confiado,O,ADJ
